Day,Adjumani sim,Adjumani data,Adjumani error,East_Darfur sim,East_Darfur data,East_Darfur error,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Kakuma sim,Kakuma data,Kakuma error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Meri sim,Meri data,Meri error,North_Darfur sim,North_Darfur data,North_Darfur error,Rhino sim,Rhino data,Rhino error,South_Darfur sim,South_Darfur data,South_Darfur error,South_Kordofan sim,South_Kordofan data,South_Kordofan error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Nguenyyiel sim,Nguenyyiel data,Nguenyyiel error,Okugo sim,Okugo data,Okugo error,Pugnido sim,Pugnido data,Pugnido error,Pugnido_II sim,Pugnido_II data,Pugnido_II error,Tierkidi sim,Tierkidi data,Tierkidi error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
146,30970,61022,0.49247812264429225,539,8806,0.93879173290938,10845,12749,0.1493450466703271,1766,20598,0.9142635207301679,17978,2296,6.830139372822299,9364,0,0.0,22784,7044,2.234525837592277,139,0,0.0,9955,38843,0.7437118657158304,849,49,16.3265306122449,2523,237,9.645569620253164,951,1361,0.30124908155767816,6161,13230,0.5343159486016629,344,7660,0.9550913838120104,3991,1956,1.0403885480572597,2686,5692,0.5281096275474351,1224,973,0.2579650565262077,1894,95,18.936842105263157,58,52,0.11538461538461542,2252,13844,0.8373302513724357,0.8418936729989263,196507,196507,196507,127273,0
147,31275,61236,0.48927101704879483,550,8834,0.9377405478831786,11009,12758,0.1370904530490673,1792,21031,0.9147924492415958,17973,2305,6.797396963123644,9435,0,0.0,22851,7093,2.221626956153955,140,0,0.0,10057,39425,0.7449080532656944,867,49,16.693877551020407,2600,244,9.655737704918034,965,1414,0.31753889674681757,6264,13357,0.5310324174590102,357,7728,0.9538043478260869,3992,1977,1.019221041982802,2771,5806,0.5227351016190148,1264,974,0.29774127310061593,1896,97,18.54639175257732,59,52,0.13461538461538458,2332,14102,0.8346333853354134,0.8393960157596155,198482,198482,198482,128449,0
148,31565,61450,0.48633034987794954,560,8862,0.9368088467614534,11128,12767,0.1283778491423201,1822,21464,0.9151136787178531,17975,2314,6.7679343128781335,9538,0,0.0,22906,7141,2.2076739952387623,140,0,0.0,10172,40007,0.7457444947134251,884,49,17.040816326530614,2673,251,9.649402390438247,978,1466,0.3328785811732605,6400,13485,0.5253985910270671,370,7796,0.952539763981529,3994,1997,1.0,2886,5920,0.5125,1297,975,0.3302564102564103,1897,98,18.357142857142858,60,53,0.13207547169811318,2409,14361,0.8322540213077083,0.836961727261843,200456,200456,200456,129654,0
149,31884,61664,0.4829398028022833,571,8890,0.9357705286839145,11267,12777,0.11818110667605852,1850,21897,0.9155135406676713,17983,2322,6.7446167097329885,9644,0,0.0,22943,7189,2.191403533175685,142,0,0.0,10284,40588,0.7466246181137282,898,49,17.3265306122449,2742,258,9.627906976744185,991,1519,0.34759710335747207,6569,13613,0.5174465584367884,387,7865,0.950794659885569,3999,2018,0.981665014866204,2988,6034,0.5048060987736162,1347,976,0.3801229508196722,1899,99,18.181818181818183,61,53,0.15094339622641506,2471,14619,0.8309733907928039,0.834352615719014,202430,202430,202430,130920,0
150,32196,61878,0.4796858334141375,581,8918,0.934850863422292,11408,12786,0.107774127952448,1889,22330,0.9154052843708016,17983,2331,6.714714714714715,9745,0,0.0,22974,7237,2.174519828658284,142,0,0.0,10396,41170,0.747486033519553,908,49,17.53061224489796,2812,265,9.611320754716981,1005,1571,0.36028007638446846,6753,13741,0.5085510515974092,402,7933,0.9493256019160469,3996,2038,0.9607458292443571,3088,6148,0.49772283669486017,1391,977,0.4237461617195497,1899,100,17.99,61,53,0.15094339622641506,2560,14877,0.8279222961618606,0.8313764053189303,204402,204402,204402,132189,0
151,32535,62092,0.47601945500225473,586,8946,0.9344958640733289,11566,12795,0.09605314576006252,1920,22762,0.9156488884983744,17984,2339,6.68875587858059,9828,0,0.0,22987,7286,2.1549547076585234,142,0,0.0,10518,41752,0.7480839241233953,926,49,17.897959183673468,2879,272,9.584558823529411,1029,1624,0.3663793103448276,6936,13869,0.49989184512221496,416,8001,0.9480064991876016,3995,2059,0.9402622632345798,3211,6262,0.4872245289045034,1443,978,0.4754601226993864,1898,101,17.792079207920793,62,53,0.16981132075471694,2646,15135,0.825173439048563,0.8280169594185343,206375,206375,206375,133507,0
152,32835,62306,0.47300420505248286,601,8975,0.9330362116991644,11708,12805,0.08566966028894962,1957,23195,0.915628368182798,17976,2348,6.65587734241908,9916,0,0.0,23005,7334,2.1367602945186803,144,0,0.0,10630,42334,0.7489015921009118,935,49,18.081632653061224,2941,279,9.54121863799283,1044,1677,0.37745974955277284,7137,13997,0.49010502250482246,435,8069,0.9460899739744701,3995,2079,0.9215969215969215,3307,6262,0.47189396358990743,1491,979,0.5229826353421858,1898,103,17.42718446601942,63,54,0.16666666666666674,2734,15393,0.822386799194439,0.8248446489113418,208238,208238,208238,134752,0
153,33133,62521,0.47005006317877196,611,9029,0.9323291615904308,11875,12807,0.07277270242835954,1999,23329,0.9143126580650692,17973,2357,6.62537123462028,10005,0,0.0,23012,7382,2.117312381468437,147,178,0.1741573033707865,10751,42916,0.7494873706776027,955,49,18.489795918367346,3036,279,9.881720430107526,1064,1677,0.3655336911150865,7329,14077,0.4793635007458975,450,8138,0.9447038584418777,3996,2100,0.9028571428571428,3415,6262,0.4546470776109869,1531,981,0.5606523955147809,1897,104,17.240384615384617,65,54,0.20370370370370372,2813,15652,0.8202785586506517,0.8202456501438835,209892,209892,209892,136057,0
154,33443,62715,0.4667463924101092,621,9083,0.9316305185511395,12015,12810,0.06206088992974235,2035,23462,0.9132640013639076,17969,2365,6.597885835095138,10092,0,0.0,23022,7430,2.098519515477793,152,357,0.5742296918767507,10889,43112,0.7474253108183336,980,49,19.0,3132,280,10.185714285714285,1081,1677,0.3553965414430531,7513,14157,0.46930846930846926,463,8138,0.9431064143524207,4000,2101,0.9038553069966682,3509,6569,0.46582432638148885,1588,997,0.5927783350050151,1899,113,15.805309734513273,65,54,0.20370370370370372,2918,15652,0.813570150779453,0.8168348956285731,211121,211121,211121,137386,0
155,33757,62910,0.4634080432363694,631,9137,0.9309401335230382,12163,12813,0.05072972762038552,2086,23596,0.9115951856246821,17971,2374,6.569924178601516,10176,0,0.0,23025,7479,2.0786201363818693,153,536,0.7145522388059702,11004,43309,0.7459188621302731,993,49,19.26530612244898,3213,280,10.475,1100,1677,0.34406678592725104,7701,14237,0.4590854814918873,479,8138,0.9411403293192431,3999,2102,0.9024738344433874,3610,6877,0.47506180020357713,1641,1013,0.6199407699901283,1899,121,14.694214876033058,66,54,0.22222222222222232,3009,15652,0.807756197291081,0.81326464300178,212354,212354,212354,138676,0
156,34085,63104,0.4598599137931034,646,9191,0.9297138505059297,12305,12815,0.039797112758486186,2122,23729,0.9105735597791732,17967,2383,6.539655895929501,10262,0,0.0,23029,7527,2.059519064700412,157,715,0.7804195804195804,11126,43505,0.7442592805424664,1003,49,19.46938775510204,3283,281,10.683274021352313,1118,1677,0.33333333333333337,7884,14317,0.44932597611231406,501,8138,0.9384369623986237,3997,2103,0.9006181645268663,3729,7185,0.4810020876826723,1682,1029,0.6345966958211857,1897,130,13.592307692307692,68,54,0.2592592592592593,3098,15652,0.8020700230002555,0.8094660648737733,213584,213584,213584,139959,0
157,34363,63299,0.457132024202594,651,9245,0.9295835586803678,12451,12818,0.028631611795912004,2179,23863,0.9086870887985584,17974,2391,6.517356754496027,10364,0,0.0,23031,7575,2.0403960396039604,158,894,0.8232662192393736,11251,43702,0.7425518282916114,1017,49,19.755102040816325,3378,282,10.97872340425532,1133,1677,0.32438878950506855,8046,14397,0.44113356949364446,523,8138,0.9357335954780044,3996,2104,0.8992395437262357,3820,7492,0.49012279765082756,1720,1046,0.6443594646271511,1897,139,12.647482014388489,69,54,0.2777777777777777,3204,15652,0.7952977255302837,0.8062862808809359,214817,214817,214817,141225,0
158,34664,63493,0.4540500527617217,658,9299,0.9292397031938918,12621,12821,0.015599407222525508,2225,23996,0.907276212702117,17979,2400,6.49125,10456,0,0.0,23029,7623,2.020989111898203,159,1073,0.8518173345759552,11369,43898,0.7410132580071985,1031,49,20.040816326530614,3456,282,11.25531914893617,1150,1677,0.31425163983303517,8223,14477,0.43199557919458453,535,8138,0.9342590317031212,3997,2105,0.898812351543943,3923,7800,0.497051282051282,1777,1062,0.6732580037664784,1898,147,11.91156462585034,70,54,0.2962962962962963,3288,15652,0.7899309992333248,0.8029771437564223,216046,216046,216046,142508,0
159,34938,63688,0.4514194196708956,669,9353,0.9284721479739121,12866,12823,0.0033533494502067107,2277,24130,0.9056361375880646,17984,2408,6.46843853820598,10549,0,0.0,23021,7672,2.0006517205422316,163,1252,0.8698083067092652,11506,44095,0.739063385871414,1048,49,20.387755102040817,3521,283,11.441696113074205,1169,1677,0.3029218843172331,8392,14557,0.42350759084976297,553,8138,0.9320471860407963,3996,2106,0.8974358974358974,4058,8108,0.4995066600888012,1819,1078,0.6873840445269017,1897,156,11.16025641025641,74,54,0.37037037037037046,3386,15652,0.7836698185535395,0.7993639514173022,217279,217279,217279,143886,0
160,35244,63882,0.4482952944491406,685,9407,0.9271818858297013,13081,12826,0.019881490721971096,2319,24263,0.9044223715121791,17975,2417,6.436905254447662,10666,0,0.0,23021,7720,1.9819948186528498,168,1431,0.8825995807127882,11643,44291,0.7371249237994175,1060,49,20.632653061224488,3590,283,11.685512367491166,1185,1677,0.2933810375670841,8540,14638,0.4165869654324361,565,8138,0.930572622265913,3996,2107,0.8965353583293783,4175,8415,0.5038621509209744,1871,1094,0.710237659963437,1897,165,10.496969696969696,74,54,0.37037037037037046,3474,15652,0.7780475338614874,0.7977337317913679,218509,218509,218509,145229,0
161,35548,64077,0.4452299577071336,698,9461,0.926223443610612,13303,12829,0.036947540728037964,2366,24397,0.9030208632208878,17975,2426,6.409315746084089,10756,0,0.0,23028,7768,1.9644696189495368,167,1610,0.8962732919254659,11769,44488,0.735456752382665,1073,49,20.897959183673468,3692,284,12.0,1204,1677,0.28205128205128205,8680,14718,0.4102459573311591,578,8138,0.9289751781764561,3994,2108,0.894686907020873,4295,8723,0.5076235240169666,1921,1111,0.7290729072907292,1897,173,9.965317919075144,78,54,0.4444444444444444,3558,15652,0.7726808075645285,0.796353012382647,219743,219743,219743,146580,0
162,35862,64271,0.44201895100434097,707,9515,0.9256962690488701,13499,12831,0.05206141376354134,2406,24530,0.9019160211985324,17972,2434,6.3837304847986855,10843,0,0.0,23035,7816,1.9471596724667348,169,1789,0.9055338177752934,11913,44684,0.7333945036254588,1091,49,21.26530612244898,3779,285,12.259649122807017,1224,1677,0.2701252236135957,8827,14798,0.40350047303689685,593,8138,0.927131973457852,3994,2109,0.8937885253674727,4453,9031,0.5069206067988041,1982,1127,0.7586512866015971,1901,182,9.445054945054945,78,54,0.4444444444444444,3655,15652,0.7664835164835164,0.7945033759933385,220972,220972,220972,147983,0
163,36186,64466,0.43868085502435394,718,9569,0.9249660361584282,13684,12834,0.06623032569736642,2457,24664,0.9003811222834901,17971,2443,6.356119525173966,10929,0,0.0,23026,7865,1.9276541640178002,175,1968,0.9110772357723578,12044,44881,0.731645908068002,1105,49,21.551020408163264,3853,285,12.519298245614035,1248,1677,0.2558139534883721,8971,14878,0.3970291705874446,614,8138,0.9245514868518063,3993,2111,0.8915206063477026,4581,9339,0.5094763893350466,2036,1143,0.7812773403324584,1898,191,8.93717277486911,80,54,0.4814814814814814,3753,15652,0.7602223358037312,0.7924367819195615,222207,222207,222207,149322,0
164,36447,64660,0.4363284874729354,724,9623,0.9247635872389068,13896,12837,0.0824959102594065,2510,24797,0.8987780779933057,17978,2451,6.334965320277438,11021,0,0.0,23023,7913,1.9095159863515732,176,2147,0.9180251513740103,12153,45077,0.7303946580295938,1127,49,22.0,3919,286,12.702797202797203,1270,1677,0.24269528920691708,9103,14958,0.3914293354726568,637,8138,0.9217252396166135,3992,2116,0.8865784499054821,4730,9764,0.5155673904137649,2081,1159,0.7955133735979292,1900,199,8.547738693467336,83,57,0.45614035087719307,3863,15652,0.753194479938666,0.7909867597065665,223560,223560,223560,150633,0
165,36749,64855,0.43336674119188956,731,9677,0.9244600599359305,14091,12839,0.09751538281797645,2565,24931,0.8971160402711483,17977,2460,6.307723577235772,11106,0,0.0,23032,7961,1.8931038814219319,180,2326,0.9226139294926913,12282,45274,0.7287184697618942,1150,49,22.46938775510204,3997,286,12.975524475524475,1287,1677,0.2325581395348837,9258,15038,0.38435962229019816,664,8138,0.918407471123126,3994,2122,0.882186616399623,4843,10189,0.5246834821866719,2133,1176,0.8137755102040816,1899,207,8.173913043478262,83,61,0.360655737704918,3970,15652,0.7463582928699208,0.7893054357588098,224918,224918,224918,151991,0
166,37058,65049,0.43030638441790037,736,9731,0.9243654300688521,14258,12842,0.1102631988786793,2624,25064,0.8953080114905841,17970,2469,6.278250303766707,11200,0,0.0,23037,8009,1.876389062304907,182,2505,0.9273453093812375,12392,45470,0.7274686606553772,1170,49,22.877551020408163,4089,287,13.247386759581882,1310,1677,0.21884317233154438,9398,15118,0.3783569255192486,680,8138,0.9164413860899484,3996,2127,0.8787023977433004,4969,10614,0.5318447333710195,2191,1192,0.8380872483221478,1900,215,7.837209302325581,85,64,0.328125,4049,15652,0.7413110145668285,0.7878217366709094,226272,226272,226272,153294,0
167,37312,65244,0.42811599534056777,747,9785,0.9236586612161471,14426,12845,0.12308291163876994,2673,25198,0.8939201523930471,17978,2477,6.257973354864756,11307,0,0.0,23039,8058,1.8591461901216184,187,2684,0.930327868852459,12497,45667,0.7263450631747214,1188,49,23.244897959183675,4172,288,13.48611111111111,1328,1677,0.2081097197376267,9530,15199,0.3729850648068952,708,8138,0.9130007372818875,3998,2133,0.8743553680262541,5093,11039,0.5386357459914848,2256,1208,0.8675496688741722,1899,223,7.5156950672645735,86,68,0.2647058823529411,4140,15652,0.7354970610784564,0.7866556547409854,227632,227632,227632,154564,0
168,37549,65438,0.4261896757235857,759,9935,0.9236034222445898,14564,12847,0.13364987934926442,2741,25331,0.8917926651138921,17982,2486,6.233306516492357,11395,0,0.0,23032,8106,1.841352084875401,193,2845,0.9321616871704745,12642,45863,0.7243529642631314,1214,60,19.233333333333334,4260,385,10.064935064935066,1350,1711,0.21098772647574515,9683,15287,0.3665859880944593,721,8138,0.9114032931924305,3996,2138,0.8690364826941066,5228,11464,0.5439637124912771,2322,1224,0.8970588235294117,1900,231,7.225108225108226,86,71,0.21126760563380276,4260,15652,0.7278303092256581,0.78416924070293,229212,229212,229212,155877,0
169,37853,65633,0.42326268797708466,768,10085,0.9238472979672782,14686,12850,0.1428793774319066,2800,25465,0.8900451600235617,17975,2495,6.2044088176352705,11509,0,0.0,23038,8154,1.8253617856266864,198,3006,0.9341317365269461,12781,46060,0.7225141120277898,1235,71,16.3943661971831,4341,482,8.006224066390041,1370,1745,0.21489971346704873,9820,15376,0.3613423517169615,730,8138,0.9102973703612681,3997,2144,0.8642723880597014,5379,11889,0.5475649760282615,2374,1241,0.9129734085414989,1899,239,6.945606694560669,88,75,0.17333333333333334,4367,15652,0.7209941221569128,0.7815164644714038,230800,230800,230800,157208,0
170,38104,65827,0.42114937639570393,775,10235,0.9242794333170493,14764,12853,0.14868124173344754,2861,25598,0.8882334557387296,17974,2503,6.180982820615261,11588,0,0.0,23039,8202,1.8089490368202878,197,3167,0.937796021471424,12908,46256,0.7209443099273607,1250,82,14.24390243902439,4406,580,6.596551724137931,1394,1780,0.21685393258426966,9976,15465,0.3549304881991594,749,8138,0.9079626443843696,3999,2149,0.8608655188459748,5496,12314,0.5536787396459315,2434,1257,0.9363564041368337,1899,247,6.6882591093117405,90,78,0.15384615384615374,4464,15652,0.7147968310759009,0.7788865794830087,232383,232383,232383,158367,0
171,38378,66022,0.41870891521008147,788,10385,0.9241213288396726,14834,12855,0.15394788020225603,2909,25732,0.8869501010415047,17974,2512,6.155254777070064,11686,0,0.0,23037,8251,1.7920252090655677,199,3328,0.9402043269230769,13036,46453,0.7193722687447528,1265,93,12.602150537634408,4484,677,5.623338257016248,1416,1814,0.2194046306504961,10124,15553,0.34906448916607724,760,8138,0.90661096092406,3997,2155,0.8547563805104408,5625,12739,0.558442577910354,2503,1273,0.9662215239591516,1900,255,6.450980392156863,93,82,0.13414634146341453,4562,15652,0.7085356503961155,0.7763378909171728,233969,233969,233969,159570,0
172,38668,66216,0.4160323788812371,803,10536,0.9237851176917236,14884,12858,0.15756727329289166,2969,25865,0.8852116760100522,17971,2520,6.131349206349206,11781,0,0.0,23033,8299,1.7753946258585374,202,3489,0.942103754657495,13154,46649,0.7180218225471071,1288,105,11.266666666666667,4564,774,4.896640826873385,1438,1849,0.2222823147647377,10268,15642,0.34356220432169804,781,8138,0.9040304743180143,3998,2160,0.8509259259259259,5758,13164,0.5625949559404436,2558,1289,0.9844840961986037,1900,263,6.224334600760456,96,85,0.12941176470588234,4656,15652,0.7025300281114235,0.7735966003404754,235553,235553,235553,160770,0
173,38944,66411,0.41359112195268855,815,10686,0.9237319857757814,14918,12861,0.15994090661690374,3031,25999,0.8834185930228086,17973,2529,6.106761565836299,11877,0,0.0,23040,8347,1.7602731520306696,208,3650,0.943013698630137,13295,46846,0.7161977543440208,1312,116,10.310344827586206,4660,872,4.344036697247707,1468,1883,0.22039298990971856,10427,15731,0.33716864789269596,799,8138,0.9018186286556894,3998,2166,0.8457987072945521,5880,13589,0.5672970785193907,2627,1306,1.0114854517611027,1898,271,6.003690036900369,97,89,0.0898876404494382,4776,15652,0.6948632762586251,0.7707829064442402,237142,237142,237142,162043,0
174,39209,66605,0.4113204714360784,824,10836,0.9239571797711332,14935,12863,0.1610821736764363,3075,26132,0.8823281800091841,17969,2538,6.079984239558708,11979,0,0.0,23037,8395,1.7441334127456818,213,3811,0.9441091577013907,13436,47042,0.7143828918838484,1336,127,9.51968503937008,4736,969,3.8875128998968007,1496,1918,0.22002085505735136,10553,15819,0.3328908274859347,818,8138,0.8994839026787909,3999,2171,0.8420082911100875,6023,14014,0.5702154987869273,2676,1322,1.0242057488653553,1896,279,5.795698924731183,101,92,0.09782608695652173,4870,15652,0.6888576539739331,0.768078484268378,238723,238723,238723,163181,0
175,39503,66800,0.4086377245508982,837,10986,0.923812124522119,14958,12866,0.16259909839888076,3138,26266,0.8805299626894083,17970,2546,6.058130400628436,12085,0,0.0,23041,8444,1.7286830885836095,218,3972,0.9451158106747231,13568,47239,0.7127796947437499,1357,138,8.833333333333334,4818,1066,3.519699812382739,1521,1952,0.22079918032786883,10717,15908,0.3263138043751571,836,8138,0.897272057016466,3995,2177,0.8350941662838769,6149,14439,0.5741394833437219,2742,1338,1.0493273542600896,1895,287,5.602787456445993,102,95,0.0736842105263158,4966,15652,0.6827242524916943,0.7652855282157556,240309,240309,240309,164416,0
176,39773,66994,0.4063199689524435,851,11136,0.9235811781609196,14968,12869,0.16310513637423263,3214,26399,0.878252964127429,17975,2555,6.035225048923679,12172,0,0.0,23038,8492,1.7129062647197362,220,4133,0.9467699007984515,13685,47435,0.7114999472963002,1376,149,8.234899328859061,4902,1164,3.211340206185567,1544,1987,0.22294916960241573,10855,15997,0.3214352691129587,850,8138,0.8955517326124355,3996,2182,0.8313473877176902,6287,14864,0.5770317545748116,2800,1354,1.0679468242245198,1895,295,5.423728813559322,102,99,0.030303030303030276,5074,15652,0.6758241758241759,0.7625116786691691,241894,241894,241894,165577,0
177,40043,67189,0.4040244682909405,861,11287,0.9237175511650572,14966,12871,0.16276901561650226,3278,26533,0.8764557343685222,17970,2563,6.0113148653921185,12265,0,0.0,23048,8540,1.6988290398126464,226,4295,0.9473806752037253,13816,47632,0.7099428955324152,1396,161,7.670807453416149,5005,1261,2.9690721649484537,1571,2021,0.22266204849084614,11001,16085,0.31607087348461305,863,8138,0.8939542885229786,3998,2188,0.8272394881170018,6430,15289,0.5794361959578782,2855,1371,1.0824215900802332,1895,303,5.254125412541254,106,102,0.03921568627450989,5181,15652,0.6689879887554306,0.7597923451932594,243481,243481,243481,166774,0
178,40320,67383,0.4016294911179378,868,11437,0.9241059718457637,14969,12874,0.16273108590958518,3335,26666,0.874934373359334,17969,2572,5.986391912908243,12355,0,0.0,23038,8588,1.6825803446669774,227,4456,0.9490574506283662,13937,47828,0.7086016559337627,1418,172,7.2441860465116275,5091,1358,2.7488954344624448,1606,2056,0.2188715953307393,11134,16174,0.3116112278966242,881,8138,0.8917424428606537,4000,2193,0.823985408116735,6545,15714,0.5834924271350388,2914,1387,1.1009372746935835,1894,311,5.090032154340836,107,106,0.009433962264151052,5276,15652,0.6629184768719653,0.7572235937404362,245065,245065,245065,167884,0
179,40587,67578,0.3994051318476427,888,11587,0.9233623888840943,14974,12877,0.16284848955502063,3399,26800,0.8731716417910448,17966,2581,5.960867880666409,12453,0,0.0,23041,8637,1.6677086951487787,234,4617,0.949317738791423,14068,48025,0.7070692347735554,1435,183,6.841530054644808,5177,1456,2.555631868131868,1630,2090,0.22009569377990434,11268,16263,0.3071389042612064,903,8138,0.8890390759400344,3998,2199,0.8180991359708958,6650,16139,0.5879546440299894,2984,1403,1.1268709907341412,1897,319,4.946708463949843,109,109,0.0,5364,15652,0.6572961921799131,0.7547769538582543,246653,246653,246653,169025,0
180,40902,67772,0.3964764209408015,901,11737,0.923234216580046,14983,12879,0.16336672101871264,3458,26933,0.8716073218727954,17971,2589,5.9412900733874086,12538,0,0.0,23041,8685,1.652964881980426,241,4778,0.9495604855588112,14225,48221,0.7050040438812966,1453,194,6.489690721649485,5269,1553,2.392788151963941,1665,2125,0.21647058823529408,11418,16351,0.30169408598862457,916,8138,0.8874416318505776,3995,2204,0.8126134301270418,6767,16564,0.5914634146341464,3039,1419,1.1416490486257929,1897,327,4.801223241590214,112,113,0.008849557522123908,5464,15652,0.6509072323025811,0.7519155313131964,248234,248234,248234,170255,0
181,41212,67967,0.39364691688613596,907,11887,0.9236981576512157,14983,12882,0.16309579257879214,3517,27067,0.8700631765618649,17974,2598,5.918398768283295,12657,0,0.0,23045,8733,1.6388411771441658,245,4939,0.9503948167645272,14371,48418,0.7031888966913131,1480,206,6.184466019417476,5359,1650,2.247878787878788,1695,2159,0.21491431218156554,11552,16440,0.29732360097323596,939,8138,0.8846153846153846,3992,2210,0.8063348416289593,6894,16989,0.5942080169521455,3093,1436,1.153899721448468,1897,335,4.6626865671641795,114,116,0.017241379310344862,5569,15652,0.6441988244313825,0.7492814884197548,249822,249822,249822,171495,0
182,41509,68161,0.39101539003242325,920,12038,0.9235753447416515,14980,12885,0.16259216142801702,3574,27200,0.8686029411764706,17970,2607,5.892980437284235,12759,0,0.0,23048,8782,1.6244591209291732,251,5100,0.9507843137254902,14483,48614,0.7020817048586827,1509,217,5.953917050691245,5443,1748,2.1138443935926774,1737,2194,0.2082953509571559,11696,16529,0.292395184221671,964,8138,0.8815433767510444,3994,2215,0.8031602708803611,7011,17414,0.5973929022625474,3147,1452,1.1673553719008263,1895,343,4.524781341107872,115,120,0.04166666666666663,5665,15652,0.6380654229491438,0.7467155113778743,251409,251409,251409,172670,0
183,41800,68356,0.3884955234361285,934,12188,0.9233672464719396,14986,12885,0.16305781916957707,3642,27199,0.8660980183094966,17977,2615,5.874569789674952,12862,0,0.0,23047,8900,1.5895505617977528,255,5261,0.9515301273522144,14606,48811,0.7007641720104074,1529,228,5.706140350877193,5535,1845,2.0,1760,2228,0.21005385996409331,11864,16617,0.28603237648191615,981,8138,0.8794544114032932,3997,2221,0.79963980189104,7135,17839,0.6000336341723191,3210,1468,1.1866485013623977,1896,351,4.401709401709402,117,123,0.04878048780487809,5759,15652,0.6320598006644518,0.7436394188000396,252925,252925,252925,173892,0
184,42107,68550,0.38574762946754193,952,12338,0.9228400064840331,14989,12885,0.1632906480403571,3715,27198,0.863409074196632,17980,2624,5.852134146341464,12959,0,0.0,23041,9019,1.5547178179399048,257,5422,0.9526005164146072,14734,49007,0.699349072581468,1561,239,5.531380753138075,5633,1942,1.900617919670443,1779,2263,0.21387538665488293,12006,16706,0.28133604692924696,998,8138,0.8773654460555419,3998,2226,0.7960467205750226,7239,18264,0.603646517739816,3264,1484,1.1994609164420487,1899,359,4.289693593314763,118,126,0.06349206349206349,5853,15652,0.6260541783797597,0.7406481634321378,254442,254442,254442,175082,0
185,42377,68745,0.3835624409047931,969,12488,0.9224055092889174,14989,12885,0.1632906480403571,3784,27197,0.860867007390521,17973,2632,5.828647416413374,13056,0,0.0,23042,9137,1.5218343000985004,264,5583,0.9527135948414831,14871,49204,0.6977684741077961,1598,250,5.392,5721,2040,1.8044117647058822,1813,2297,0.21070962124510229,12146,16795,0.2768085739803513,1010,8138,0.8758908822806586,3997,2232,0.7907706093189963,7365,18689,0.605917919631869,3308,1501,1.2038640906062623,1898,367,4.1716621253406,122,130,0.06153846153846154,5947,15652,0.6200485560950677,0.7375626069494691,255962,255962,255962,176250,0
186,42677,68939,0.3809454735345741,983,12638,0.9222187054913752,14982,12885,0.16274738067520378,3852,27196,0.8583615237534932,17970,2641,5.804240817872018,13160,0,0.0,23050,9256,1.4902765773552291,268,5744,0.9533426183844012,15007,49400,0.6962145748987854,1623,262,5.194656488549619,5820,2137,1.7234440804866638,1849,2332,0.20711835334476847,12283,16883,0.27246342474678675,1029,8138,0.8735561563037602,3995,2237,0.7858739383102369,7470,19114,0.6091869833629799,3373,1517,1.2234673698088332,1897,375,4.058666666666666,122,133,0.08270676691729328,6069,15652,0.6122540250447227,0.7345065034429993,257479,257479,257479,177479,0
